;;19 Uhr;0;1;0;3;10;27;7;4;2
;;;;;;;;;;;
Dienstag,;12.05.2015;9 Uhr;0;0;0;3;3;11;2;11;5
;;11 Uhr;0;5;1;4;7;29;3;11;4
;;13 Uhr;0;5;4;5;4;30;4;12;7
;;15 Uhr;0;10;3;4;14;43;6;14;8
;;17 Uhr;0;7;1;5;10;35;4;14;5
;;19 Uhr;0;5;0;2;12;17;2;7;5
;;;;;;;;;;;
Mittwoch,;13.05.2015;9 Uhr;0;3;0;3;3;23;3;6;3
;;11 Uhr;0;6;3;5;9;41;5;6;3
;;13 Uhr;0;4;2;4;11;51;8;15;8
;;15 Uhr;0;8;2;5;14;55;10;18;8
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Freitag,;15.05.2015;9 Uhr;0;8;0;1;4;28;6;10;4
;;11 Uhr;0;8;0;7;5;46;7;15;5
;;13 Uhr;0;14;0;3;7;43;13;10;5
;;15 Uhr;0;14;1;7;12;61;14;13;6
;;17 Uhr;0;11;1;7;13;51;9;12;6
;;19 Uhr;1;4;0;4;3;23;6;8;4
;;;;;;;;;;;
Samstag,;16.05.2015;9 Uhr;0;3;0;2;8;39;4;11;5
;;11 Uhr;0;8;1;5;21;70;9;12;5
;;13 Uhr;0;11;2;8;28;87;7;13;6
;;15 Uhr;0;13;1;10;27;78;14;18;8
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;18.05.2015;9 Uhr;0;5;0;5;3;21;1;14;7
;;11 Uhr;0;12;0;3;13;35;8;18;8
;;13 Uhr;0;14;1;7;12;51;12;18;8
;;15 Uhr;0;15;8;3;14;58;12;23;8
;;17 Uhr;0;7;5;5;11;45;5;10;5
;;19 Uhr;0;4;3;4;5;19;5;9;4
;;;;;;;;;;;
Dienstag,;19.05.2015;9 Uhr;0;0;0;1;8;23;4;7;3
;;11 Uhr;0;6;2;4;11;49;9;13;5
;;13 Uhr;0;11;0;4;9;51;7;11;5
;;15 Uhr;0;12;0;12;16;83;10;22;7
;;17 Uhr;0;6;0;7;12;49;9;19;7
;;19 Uhr;0;5;0;4;8;29;7;11;4
;;;;;;;;;;;
Mittwoch,;20.05.2015;9 Uhr;0;2;0;2;6;28;2;10;4
;;11 Uhr;0;12;0;1;25;40;4;23;8
;;13 Uhr;0;2;2;1;15;45;5;8;4
;;15 Uhr;0;5;0;2;15;55;7;15;6
;;17 Uhr;0;5;0;2;15;52;6;18;7
;;19 Uhr;0;5;0;2;9;21;4;11;5
;;;;;;;;;;;
Donnerstag,;21.05.2015;9 Uhr;0;3;0;1;7;21;3;0;0
;;11 Uhr;0;8;0;1;9;43;6;10;5
;;13 Uhr;1;6;0;2;11;41;5;12;6
;;15 Uhr;0;4;1;0;12;47;7;7;4
;;17 Uhr;0;4;0;0;7;40;10;10;4
;;19 Uhr;0;3;0;1;1;18;4;9;3
;;;;;;;;;;;
Freitag,;22.05.2015;9 Uhr;0;1;0;2;4;20;2;5;2
;;11 Uhr;0;3;0;3;11;42;9;5;2
;;13 Uhr;0;3;0;3;6;15;5;2;1
;;15 Uhr;0;7;0;2;9;43;9;5;2
;;17 Uhr;0;4;0;3;11;42;5;3;1
;;19 Uhr;0;2;0;0;6;11;2;1;1
;;;;;;;;;;;
Samstag,;23.05.2015;9 Uhr;0;1;0;0;6;8;5;3;2
;;11 Uhr;0;6;0;4;14;45;8;14;6
;;13 Uhr;0;8;0;6;17;47;11;12;5
;;15 Uhr;0;12;0;6;15;62;12;11;5
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Dienstag,;26.05.2015;9 Uhr;0;4;1;0;9;42;5;14;6
;;11 Uhr;0;14;1;4;20;75;12;18;7
;;13 Uhr;0;20;1;7;30;89;12;20;8
;;15 Uhr;0;22;0;12;33;90;12;20;8
;;17 Uhr;0;21;2;11;26;75;9;17;6
;;19 Uhr;0;15;2;10;10;23;5;7;3
;;;;;;;;;;;
Mittwoch,;27.05.2015;9 Uhr;0;4;1;0;17;55;12;13;6
;;11 Uhr;0;25;0;0;30;76;13;20;8
;;13 Uhr;0;28;0;5;37;80;12;18;8
;;15 Uhr;0;27;0;6;33;88;12;18;8
;;17 Uhr;0;16;3;2;19;62;11;7;5
;;19 Uhr;0;7;0;2;10;31;7;6;3
;;;;;;;;;;;
Donnerstag,;28.05.2015;9 Uhr;0;6;0;2;13;55;10;16;10
;;11 Uhr;0;20;1;10;21;85;12;15;8
;;13 Uhr;0;20;0;5;30;87;12;12;5
;;15 Uhr;0;25;0;7;32;90;11;20;8
;;17 Uhr;0;18;0;5;26;68;13;20;8
;;19 Uhr;0;10;1;6;13;36;6;8;4
;;;;;;;;;;;
Freitag,;29.05.2015;9 Uhr;0;8;0;1;12;48;10;17;8
;;11 Uhr;0;12;0;0;28;80;12;19;8
;;13 Uhr;0;4;2;3;20;41;6;11;4
;;15 Uhr;0;9;1;6;24;51;11;16;6
;;17 Uhr;0;9;0;0;19;51;11;12;6
;;19 Uhr;0;3;1;0;6;22;5;7;3
;;;;;;;;;;;
Samstag,;30.05.2015;9 Uhr;0;0;0;0;14;72;13;7;4
;;11 Uhr;0;22;0;11;30;80;13;12;5
;;13 Uhr;0;25;0;13;31;85;12;12;5
;;15 Uhr;0;21;0;10;27;71;10;10;5
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;01.06.2015;9 Uhr;0;13;0;5;31;82;11;13;8
;;11 Uhr;1;32;3;13;35;93;12;16;8
;;13 Uhr;0;33;0;13;34;92;16;16;7
;;15 Uhr;1;35;8;12;36;93;12;20;7
;;17 Uhr;1;38;3;13;26;97;10;21;7
;;19 Uhr;1;12;0;5;13;59;8;8;4
;;;;;;;;;;;
Dienstag,;02.06.2015;9 Uhr;0;18;2;6;36;88;12;15;8
;;11 Uhr;1;38;1;16;34;86;12;20;8
;;13 Uhr;3;39;5;15;36;93;12;20;8
;;15 Uhr;4;40;6;17;36;93;12;19;8
;;17 Uhr;5;37;5;14;32;78;9;14;6
;;19 Uhr;0;9;0;3;17;46;5;4;2
;;;;;;;;;;;
Mittwoch,;03.06.2015;9 Uhr;0;27;0;12;36;93;14;19;8
;;11 Uhr;1;47;1;15;36;93;16;18;7
;;13 Uhr;3;42;1;14;36;93;22;20;7
;;15 Uhr;3;38;4;17;31;86;21;26;8
;;17 Uhr;2;32;3;11;18;60;12;18;8
;;19 Uhr;0;9;3;2;11;28;5;14;6
;;;;;;;;;;;
Donnerstag,;04.06.2015;9 Uhr;0;16;1;11;27;73;7;16;8
;;11 Uhr;0;18;0;12;29;89;9;21;8
;;13 Uhr;1;30;2;12;34;93;12;17;6
;;15 Uhr;0;28;0;10;35;88;11;17;8
;;17 Uhr;0;25;0;8;22;73;17;17;8
;;19 Uhr;0;10;0;1;12;42;12;8;3
;;;;;;;;;;;
Freitag,;05.06.2015;9 Uhr;13;0;0;8;33;91;12;14;8
;;11 Uhr;0;26;0;14;36;90;12;18;8
;;13 Uhr;0;35;0;16;36;90;12;19;8
;;15 Uhr;6;24;0;15;32;86;12;22;8
;;17 Uhr;0;11;0;10;16;54;7;15;8
;;19 Uhr;0;7;0;2;10;21;6;7;5
;;;;;;;;;;;
Samstag,;06.06.2015;9 Uhr;0;16;3;8;29;77;13;17;7
;;11 Uhr;0;20;2;10;34;88;12;18;7
;;13 Uhr;0;22;3;12;36;90;12;18;7
;;15 Uhr;0;20;2;14;36;92;12;16;7
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;08.06.2015;9 Uhr;0;7;0;1;32;78;12;12;5
;;11 Uhr;0;10;0;8;36;85;12;14;7
;;13 Uhr;0;7;0;10;32;92;13;13;6
;;15 Uhr;1;15;0;11;36;86;11;15;8
;;17 Uhr;2;7;0;6;27;85;6;14;6
;;19 Uhr;0;8;0;4;10;37;4;8;5
;;;;;;;;;;;
Dienstag,;09.06.2015;9 Uhr;0;14;0;3;32;86;13;17;8
;;11 Uhr;0;29;0;11;27;96;12;15;8
;;13 Uhr;2;33;1;13;46;93;16;17;7
;;15 Uhr;0;34;1;10;41;95;16;21;8
;;17 Uhr;0;21;1;8;37;84;8;12;5
;;19 Uhr;0;11;0;6;12;37;7;8;4
;;;;;;;;;;;
Mittwoch,;10.06.2015;9 Uhr;0;11;0;4;34;80;10;14;6
;;11 Uhr;2;32;0;12;36;96;13;20;8
;;13 Uhr;0;32;2;12;30;91;17;16;6
;;15 Uhr;0;34;0;13;32;90;18;18;8
;;17 Uhr;0;23;2;5;17;67;9;12;6
;;19 Uhr;1;11;0;5;9;29;4;9;4
;;;;;;;;;;;
Donnerstag,;11.06.2015;9 Uhr;0;6;0;3;20;75;4;10;5
;;11 Uhr;0;10;0;8;29;89;5;12;6
;;13 Uhr;0;21;0;10;32;88;9;15;7
;;15 Uhr;1;33;0;14;38;93;12;19;8
;;17 Uhr;1;29;0;14;30;88;17;17;7
;;19 Uhr;0;12;0;7;15;29;9;6;3
;;;;;;;;;;;
Freitag,;12.06.2015;9 Uhr;0;13;0;2;21;77;8;19;8
;;11 Uhr;0;18;0;8;34;91;10;19;8
;;13 Uhr;0;22;0;9;36;91;13;19;8
;;15 Uhr;0;25;0;8;35;89;13;22;7
;;17 Uhr;0;20;0;5;21;68;11;18;6
;;19 Uhr;0;12;0;2;7;26;6;2;1
;;;;;;;;;;;
Samstag,;13.06.2015;9 Uhr;0;13;0;6;25;65;9;17;8
;;11 Uhr;1;23;0;9;33;86;10;17;8
;;13 Uhr;0;29;2;11;36;95;12;18;8
;;15 Uhr;0;36;0;10;34;89;14;20;8
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;15.06.2015;9 Uhr;0;4;0;2;11;27;2;11;6
;;11 Uhr;0;9;3;3;18;47;6;15;7
;;13 Uhr;0;10;1;9;26;50;10;16;8
;;15 Uhr;0;15;1;8;26;67;10;14;7
;;17 Uhr;0;11;0;14;37;66;8;18;8
;;19 Uhr;0;7;0;5;12;36;5;10;5
;;;;;;;;;;;
Dienstag,;16.06.2015;9 Uhr;0;9;1;6;10;31;3;15;8
;;11 Uhr;0;27;1;10;23;55;5;17;8
;;13 Uhr;0;14;0;7;24;42;10;17;8
;;15 Uhr;0;26;1;12;25;58;10;18;8
;;17 Uhr;1;10;0;11;27;48;8;18;8
;;19 Uhr;0;7;0;5;7;21;5;4;2
;;;;;;;;;;;
Mittwoch,;17.06.2015;9 Uhr;0;7;0;3;10;36;8;16;7
;;11 Uhr;0;15;2;8;21;57;9;23;6
;;13 Uhr;0;15;2;8;21;70;10;14;7
;;15 Uhr;0;17;0;6;30;68;12;30;8
;;17 Uhr;0;19;0;5;21;54;10;14;6
;;19 Uhr;0;9;0;5;12;35;5;4;2
;;;;;;;;;;;
Donnerstag,;18.06.2015;9 Uhr;0;5;1;4;18;35;6;10;5
;;11 Uhr;0;14;1;9;19;46;7;15;7
;;13 Uhr;0;15;0;10;25;66;11;21;8
;;15 Uhr;0;18;0;9;25;71;12;21;8
;;17 Uhr;0;14;0;9;20;49;11;18;8
;;19 Uhr;0;8;0;4;5;23;3;7;3
;;;;;;;;;;;
Freitag,;19.06.2015;9 Uhr;0;8;0;1;4;30;2;12;5
;;11 Uhr;0;15;0;1;7;45;4;16;7
;;13 Uhr;0;14;0;1;8;51;4;23;8
;;15 Uhr;0;15;0;5;8;49;6;23;8
;;17 Uhr;1;9;0;2;5;41;4;9;3
;;19 Uhr;0;8;0;1;1;13;2;2;1
;;;;;;;;;;;
Samstag,;20.06.2015;9 Uhr;0;6;0;2;4;33;6;11;5
;;11 Uhr;0;12;0;2;6;46;9;18;8
;;13 Uhr;0;14;0;3;10;51;8;16;7
;;15 Uhr;0;13;0;3;10;45;7;13;8
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;22.06.2015;9 Uhr;0;2;0;2;11;29;6;7;5
;;11 Uhr;0;3;0;3;16;39;8;19;8
;;13 Uhr;0;6;0;3;10;43;9;15;6
;;15 Uhr;0;12;0;7;22;57;8;13;5
;;17 Uhr;0;10;0;7;19;57;6;8;4
;;19 Uhr;0;10;0;0;13;34;4;10;5
;;;;;;;;;;;
Dienstag,;23.06.2015;9 Uhr;0;3;0;2;9;29;1;1;1
;;11 Uhr;0;4;0;2;20;50;4;17;7
;;13 Uhr;0;2;0;1;23;4;6;19;6
;;15 Uhr;0;6;0;1;27;52;7;20;8
;;17 Uhr;0;7;0;5;26;70;5;13;6
;;19 Uhr;0;3;0;1;10;36;3;9;5
;;;;;;;;;;;
Mittwoch,;24.06.2015;9 Uhr;0;2;0;5;12;23;4;5;3
;;11 Uhr;1;2;0;5;15;42;5;17;6
;;13 Uhr;0;2;0;7;18;46;5;17;7
;;15 Uhr;0;6;0;6;19;54;4;19;7
;;17 Uhr;0;2;0;4;16;41;6;13;7
;;19 Uhr;0;0;0;0;7;19;1;8;4
;;;;;;;;;;;
Donnerstag,;25.06.2015;9 Uhr;0;1;0;0;2;18;3;4;2
;;11 Uhr;0;2;1;1;1;23;3;8;4
;;13 Uhr;0;4;2;2;4;30;2;12;5
;;15 Uhr;0;2;2;2;4;28;2;10;5
;;17 Uhr;0;3;1;1;4;29;2;8;4
;;19 Uhr;0;3;1;0;2;16;0;6;3
;;;;;;;;;;;
Freitag,;26.06.2015;9 Uhr;0;2;0;2;2;12;1;2;0
;;11 Uhr;0;5;0;2;5;31;5;14;7
;;13 Uhr;0;2;0;1;2;13;2;6;3
;;15 Uhr;0;2;0;1;4;20;4;14;6
;;17 Uhr;0;2;0;1;3;24;3;6;3
;;19 Uhr;0;2;0;1;1;10;0;3;2
;;;;;;;;;;;
Samstag,;27.06.2015;9 Uhr;0;3;0;2;2;9;0;5;2
;;11 Uhr;0;3;0;2;3;14;0;5;2
;;13 Uhr;0;2;0;2;3;15;0;6;3
;;15 Uhr;0;2;1;2;4;17;2;9;4
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;29.06.2015;9 Uhr;1;2;0;1;0;16;0;3;2
;;11 Uhr;1;4;2;2;3;22;1;6;3
;;13 Uhr;0;6;2;4;4;26;1;12;5
;;15 Uhr;0;8;2;4;6;27;0;9;4
;;17 Uhr;0;5;0;2;2;28;2;10;5
;;19 Uhr;0;5;0;0;2;10;0;5;3
;;;;;;;;;;;
Dienstag,;30.06.2015;9 Uhr;0;2;0;2;1;27;0;0;0
;;11 Uhr;0;5;0;3;4;29;1;9;4
;;13 Uhr;0;4;1;3;6;29;1;5;2
;;15 Uhr;0;5;0;3;7;29;1;7;3
;;17 Uhr;0;5;0;3;7;27;1;6;3
;;19 Uhr;0;3;0;0;4;12;0;1;1
;;;;;;;;;;;
Mittwoch,;01.07.2015;9 Uhr;0;1;0;2;7;12;1;4;2
;;11 Uhr;0;4;1;1;10;14;1;5;3
;;13 Uhr;0;3;1;1;9;13;1;0;0
;;15 Uhr;0;3;0;1;11;17;3;3;1
;;17 Uhr;0;2;0;0;6;10;3;3;2
;;19 Uhr;0;2;0;0;2;5;0;4;1
;;;;;;;;;;;
Donnerstag,;02.07.2015;9 Uhr;0;2;0;2;3;11;1;2;1
;;11 Uhr;0;3;1;2;3;15;1;2;1
;;13 Uhr;0;1;1;2;4;23;1;4;2
;;15 Uhr;0;1;2;2;6;23;2;5;2
;;17 Uhr;0;2;1;2;5;14;2;0;0
;;19 Uhr;0;3;0;1;3;4;0;0;0
;;;;;;;;;;;
Freitag,;03.07.2015;9 Uhr;0;0;0;1;2;15;0;2;1
;;11 Uhr;0;0;1;1;4;26;0;5;2
;;13 Uhr;0;0;1;1;4;28;0;4;2
;;15 Uhr;0;1;0;1;3;21;1;3;2
;;17 Uhr;2;0;0;1;0;18;1;0;0
;;19 Uhr;0;0;0;0;0;4;0;0;0
;;;;;;;;;;;
Samstag,;04.07.2015;9 Uhr;0;2;0;1;2;10;2;1;1
;;11 Uhr;0;2;0;2;2;13;2;1;1
;;13 Uhr;0;1;0;1;3;15;3;3;2
;;15 Uhr;0;2;0;2;5;16;2;2;1
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;06.07.2015;9 Uhr;0;2;0;2;5;21;0;5;3
;;11 Uhr;0;4;0;2;8;22;0;7;4
;;13 Uhr;0;2;0;2;6;31;0;5;3
;;15 Uhr;0;0;2;1;7;31;0;5;3
;;17 Uhr;0;0;0;1;8;29;2;4;4
;;19 Uhr;0;1;0;0;6;19;0;0;0
;;;;;;;;;;;
Dienstag,;07.07.2015;9 Uhr;0;5;0;0;8;24;1;1;1
;;11 Uhr;0;4;0;0;10;31;1;2;1
;;13 Uhr;0;6;0;0;8;32;1;3;2
;;15 Uhr;0;6;0;0;12;33;1;6;3
;;17 Uhr;0;4;0;0;8;24;2;5;4
;;19 Uhr;0;1;0;0;4;11;2;4;2
;;;;;;;;;;;
Mittwoch,;08.07.2015;9 Uhr;0;1;0;0;5;16;0;8;4
;;11 Uhr;0;4;0;2;6;19;0;9;6
;;13 Uhr;0;3;0;2;5;28;1;4;3
;;15 Uhr;0;4;0;2;6;27;1;10;6
;;17 Uhr;0;4;0;0;3;17;1;6;5
;;19 Uhr;0;0;0;0;0;9;1;3;2
;;;;;;;;;;;
Donnerstag,;09.07.2015;9 Uhr;0;5;0;1;2;18;1;0;0
;;11 Uhr;0;6;0;2;3;20;0;0;0
;;13 Uhr;0;4;1;0;5;26;2;4;2
;;15 Uhr;0;10;2;0;7;26;3;2;1
;;17 Uhr;0;9;1;0;7;21;3;2;1
;;19 Uhr;0;0;1;0;5;5;1;1;1
;;;;;;;;;;;
Freitag,;10.07.2015;9 Uhr;0;0;0;0;5;9;0;0;0
;;11 Uhr;0;5;0;1;10;20;1;2;2
;;13 Uhr;0;3;0;0;7;21;1;3;1
;;15 Uhr;0;4;0;0;9;21;1;2;1
;;17 Uhr;0;3;0;0;8;22;1;0;0
;;19 Uhr;0;0;0;0;1;8;1;0;0
;;;;;;;;;;;
Samstag,;11.07.2015;9 Uhr;0;2;0;2;3;2;0;3;1
;;11 Uhr;0;2;0;2;4;4;0;3;1
;;13 Uhr;0;1;0;2;5;6;1;4;2
;;15 Uhr;0;0;0;0;2;4;1;0;0
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;13.07.2015;9 Uhr;0;7;0;1;3;15;0;1;1
;;11 Uhr;0;4;0;2;8;23;0;3;1
;;13 Uhr;0;2;0;2;11;27;0;3;1
;;15 Uhr;0;1;0;1;11;29;0;2;1
;;17 Uhr;0;1;0;0;8;27;0;2;1
;;19 Uhr;0;2;0;0;3;18;0;2;1
;;;;;;;;;;;
Dienstag,;14.07.2015;9 Uhr;0;1;0;0;3;22;1;3;1
;;11 Uhr;0;3;0;0;6;29;1;8;4
;;13 Uhr;0;3;0;0;7;29;0;5;3
;;15 Uhr;0;3;0;1;7;26;1;8;4
;;17 Uhr;0;5;0;0;8;27;0;6;3
;;19 Uhr;0;0;0;0;5;14;0;0;0
;;;;;;;;;;;
Mittwoch,;15.07.2015;9 Uhr;0;1;0;0;4;23;0;4;3
;;11 Uhr;0;1;0;0;4;27;0;4;3
;;13 Uhr;0;1;0;0;4;31;0;4;2
;;15 Uhr;0;5;0;0;7;32;0;4;2
;;17 Uhr;1;4;0;0;6;29;1;5;3
;;19 Uhr;0;2;0;0;3;10;0;3;2
;;;;;;;;;;;
Donnerstag,;16.07.2015;9 Uhr;0;1;0;0;4;14;0;4;2
;;11 Uhr;0;3;0;0;7;19;2;5;3
;;13 Uhr;0;0;0;0;9;20;2;6;3
;;15 Uhr;0;6;0;2;11;24;2;7;4
;;17 Uhr;0;4;0;3;6;18;0;8;4
;;19 Uhr;0;2;0;2;4;10;0;1;1
;;;;;;;;;;;
Freitag,;17.07.2015;9 Uhr;0;1;0;0;4;21;0;2;1
;;11 Uhr;0;1;0;1;9;23;0;4;3
;;13 Uhr;0;1;0;0;8;27;0;5;3
;;15 Uhr;1;1;0;4;9;27;0;7;3
;;17 Uhr;0;0;0;1;8;28;0;5;3
;;19 Uhr;0;0;0;0;2;12;0;0;0
;;;;;;;;;;;
Samstag,;18.07.2015;9 Uhr;0;0;0;0;1;8;2;1;1
;;11 Uhr;0;0;0;0;2;11;2;3;2
;;13 Uhr;0;0;0;0;2;15;3;4;2
;;15 Uhr;0;0;0;0;1;10;1;2;1
;;17 Uhr;0;0;0;0;0;0;0;0;0
;;19 Uhr;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;
Montag,;20.07.2015;9 Uhr;0;0;1;1;3;19;0;2;1
;;11 Uhr;0;1;1;0;4;28;0;8;3
;;13 Uhr;0;1;1;0;6;31;0;4;2
;;15 Uhr;0;2;1;1;7;30;0;4;2
;;17 Uhr;0;1;0;2;6;20;0;2;1
;;19 Uhr;0;0;0;0;6;14;0;2;1
;;;;;;;;;;;
Dienstag,;21.07.2015;9 Uhr;0;1;0;0;9;24;0;0;0
;;11 Uhr;0;2;0;1;12;31;0;2;1
