;;19 Uhr;;16;1;3;1
;;;;;;;
Dienstag,;10.4.18;9 Uhr;;18;1;0;0
;;11 Uhr;;44;1;5;2
;;13 Uhr;;36;2;8;3
;;15 Uhr;;58;0;6;2
;;17 Uhr;;39;0;5;2
;;19 Uhr;;14;1;2;1
;;;;;;;
Mittwoch,;11.4.18;9 Uhr;;17;0;0;0
;;11 Uhr;;45;0;13;3
;;13 Uhr;;47;2;10;3
;;15 Uhr;;57;1;0;0
;;17 Uhr;;43;4;0;0
;;19 Uhr;;17;1;2;1
;;;;;;;
Donnerstag,;12.4.18;9 Uhr;;12;0;6;3
;;11 Uhr;;46;0;6;2
;;13 Uhr;;44;1;11;3
;;15 Uhr;;48;1;7;2
;;17 Uhr;;46;1;8;3
;;19 Uhr;;10;0;0;0
;;;;;;;
Freitag,;13.4.18;9 Uhr;;12;0;0;0
;;11 Uhr;;48;0;6;2
;;13 Uhr;;51;0;6;3
;;15 Uhr;;60;2;5;2
;;17 Uhr;;51;2;2;1
;;19 Uhr;;11;1;0;0
;;;;;;;
Samstag,;14.4.18;9 Uhr;;18;0;2;1
;;11 Uhr;;37;0;4;2
;;13 Uhr;;47;0;5;2
;;15 Uhr;;42;1;7;3
;;17 Uhr;;;;;
;;19 Uhr;;;;;
;;;;;;;
Montag,;16.4.18;9 Uhr;;26;0;0;0
;;11 Uhr;;57;2;8;2
;;13 Uhr;;53;2;5;2
;;15 Uhr;;66;3;9;3
;;17 Uhr;;55;1;4;2
;;19 Uhr;;13;1;4;2
;;;;;;;
Dienstag,;17.4.18;9 Uhr;;22;0;0;0
;;11 Uhr;;46;1;2;1
;;13 Uhr;;47;1;0;0
;;15 Uhr;;51;0;0;0
;;17 Uhr;;43;4;3;1
;;19 Uhr;;9;0;0;0
;;;;;;;
Mittwoch,;18.4.18;9 Uhr;;21;0;0;0
;;11 Uhr;;48;0;7;3
;;13 Uhr;;47;0;9;3
;;15 Uhr;;60;0;10;2
;;17 Uhr;;54;0;6;3
;;19 Uhr;;21;0;2;1
;;;;;;;
Donnerstag,;19.4.18;9 Uhr;;11;0;7;3
;;11 Uhr;;45;1;8;3
;;13 Uhr;;26;0;8;3
;;15 Uhr;;36;1;5;2
;;17 Uhr;;52;1;3;1
;;19 Uhr;;27;0;3;3
;;;;;;;
Freitag,;20.4.18;9 Uhr;;9;0;0;0
;;11 Uhr;;43;1;6;2
;;13 Uhr;;51;0;6;2
;;15 Uhr;;59;0;6;2
;;17 Uhr;;45;1;2;1
;;19 Uhr;;16;0;0;0
;;;;;;;
Samstag,;21.4.18;9 Uhr;;16;0;3;1
;;11 Uhr;;32;0;3;1
;;13 Uhr;;35;0;3;1
;;15 Uhr;;43;0;3;1
;;17 Uhr;;;;;
;;19 Uhr;;;;;
;;;;;;;
Montag,;23.4.18;9 Uhr;;11;0;6;2
;;11 Uhr;;37;0;6;2
;;13 Uhr;;38;1;12;3
;;15 Uhr;;63;1;2;1
;;17 Uhr;;48;1;4;2
;;19 Uhr;;9;0;0;0
;;;;;;;
Dienstag,;24.4.18;9 Uhr;;20;0;4;2
;;11 Uhr;;48;1;4;2
;;13 Uhr;;33;0;3;1
;;15 Uhr;;49;1;3;1
;;17 Uhr;;52;2;0;0
;;19 Uhr;;24;0;4;2
;;;;;;;
Mittwoch,;25.4.18;9 Uhr;;19;1;8;3
;;11 Uhr;;43;0;9;3
;;13 Uhr;;41;1;6;2
;;15 Uhr;;49;4;6;2
;;17 Uhr;;51;4;8;3
;;19 Uhr;;25;0;4;2
;;;;;;;
Donnerstag,;26.4.18;9 Uhr;;20;0;7;2
;;11 Uhr;;44;0;9;3
;;13 Uhr;;36;1;13;3
;;15 Uhr;;54;1;9;3
;;17 Uhr;;50;1;4;2
;;19 Uhr;;14;1;7;3
;;;;;;;
Freitag,;27.4.18;9 Uhr;;14;0;0;0
;;11 Uhr;;40;0;7;3
;;13 Uhr;;52;1;5;2
;;15 Uhr;;67;0;10;3
;;17 Uhr;;47;0;3;1
;;19 Uhr;;19;0;0;0
;;;;;;;
