;;13 Uhr;0;73;;
;;15 Uhr;0;109;;
;;17 Uhr;0;79;;
;;19 Uhr;0;22;;
;;;;;;
Donnerstag,;26.4.18;9 Uhr;0;33;;
;;11 Uhr;0;55;;
;;13 Uhr;0;36;;
;;15 Uhr;0;64;;
;;17 Uhr;1;55;;
;;19 Uhr;0;18;;
;;;;;;
Freitag,;27.4.18;9 Uhr;0;22;;
;;11 Uhr;1;56;;
;;13 Uhr;0;62;;
;;15 Uhr;0;86;;
;;17 Uhr;0;64;;
;;19 Uhr;2;21;;
;;;;;;
Samstag,;28.4.18;9 Uhr;0;17;;
;;11 Uhr;0;47;;
;;13 Uhr;0;67;;
;;15 Uhr;2;69;;
;;17 Uhr;;;;
;;19 Uhr;;;;
;;;;;;
Montag,;30.4.18;9 Uhr;0;36;;
;;11 Uhr;0;81;;
;;13 Uhr;0;77;;
;;15 Uhr;0;87;;
;;17 Uhr;0;74;;
;;19 Uhr;0;26;;
;;;;;;
Dienstag,;1.5.18;9 Uhr;;;;
;;11 Uhr;;;;
;;13 Uhr;;;;
;;15 Uhr;;;;
;;17 Uhr;;;;
;;19 Uhr;;;;
;;;;;;
Mittwoch,;2.5.18;9 Uhr;0;27;;
;;11 Uhr;0;54;;
;;13 Uhr;0;77;;
;;15 Uhr;0;101;;
;;17 Uhr;0;57;;
;;19 Uhr;0;16;;
;;;;;;
Donnerstag,;3.5.18;9 Uhr;0;23;;
;;11 Uhr;0;65;;
;;13 Uhr;0;58;;
;;15 Uhr;0;87;;
;;17 Uhr;0;68;;
;;19 Uhr;0;21;;
;;;;;;
Freitag,;4.5.18;9 Uhr;0;36;;
;;11 Uhr;0;74;;
;;13 Uhr;0;87;;
;;15 Uhr;0;97;;
;;17 Uhr;0;69;;
;;19 Uhr;0;9;;
;;;;;;
